/news/2014/09/1/7036472/	Росію тимчасово можуть виключити з Великої двадцятки - ЗМІ	p
/news/2014/09/1/7036471/	Бійці "Азова" кілька годин утримували двох журналістів з РФ, потім погодилися на репортаж	p
/news/2014/09/1/7036470/	Порошенко: Ситуація важка, але український бойовий дух сильніший	p
/news/2014/09/1/7036469/	Силам АТО протистоїть 15-тисячне військо. Генштаб створює партизанський рух	p
/news/2014/09/1/7036468/	Рубан заявив про звільнення близько 30 військових з полону	p
/news/2014/09/1/7036467/	США почали головувати в Радбезі ООН	p
/news/2014/09/1/7036465/	У Росії "шоковані" заявами Гелетея	n
http://www.epravda.com.ua/news/2014/09/1/487745/	За 5 років Україна може знизити споживання газу на 5 мільярдів кубів	p
/news/2014/09/1/7036463/	Порошенко вирішив поки не вводити воєнний стан	p
/news/2014/09/1/7036462/	Київрада може заборонити використання феєрверків	p
http://www.epravda.com.ua/news/2014/09/1/487732/	Росія фінансує "ДНР" гривнями, які залишилися в Криму	n
/news/2014/09/1/7036460/	Міліція у неділю затримала авто бійців "Айдару", яким перевозили зброю	n
/news/2014/09/1/7036459/	У групі Кінаха кажуть, що вони не підтримували пропорційну виборчу систему	n
http://www.eurointegration.com.ua/news/2014/09/1/7025570/	ЄС може ввести заборону на купівлю держборгу Росії	p
/news/2014/09/1/7036457/	Очевидці: Бойовики взяли Новотроїцьке	n
/news/2014/09/1/7036456/	ЗМІ: Путін погрожував Баррозу взяти Київ за два тижні	n
http://www.epravda.com.ua/news/2014/09/1/487715/	Австрія заморозила спільний бізнес Курченка і Азарова	p
/news/2014/09/1/7036454/	Сили АТО закріпилися в 90-та км від Маріуполя	p
/news/2014/09/1/7036453/	Генпрокуратура України призначила прокурора Криму	p
/news/2014/09/1/7036452/	РНБО: На Донбасі на зміну бойовикам приходять професійні військові РФ	n
/news/2014/09/1/7036450/	Гелетей: Росія програла гібридну війну	p
/news/2014/09/1/7036449/	Сенатор США: в Україні Росія воює проти Європи	p
/news/2014/09/1/7036446/	СБУ викрила контрабанду прицілів до систем "Град"	p
/news/2014/09/1/7036445/	Расмуссен натякнув Франції, що негоже нехтувати думкою НАТО щодо "Містралей"	p
http://www.eurointegration.com.ua/news/2014/09/1/7025573/	Меркель: Це не внутрішня криза, а конфлікт України та РФ	p
/news/2014/09/1/7036443/	Міноборони попереджає про вірусні розсилки від імені відомства	n
/news/2014/09/1/7036442/	Гелетей: Спроби змінити начальника Генштабу – провокація Росії	n
http://www.epravda.com.ua/news/2014/09/1/487666/	Гривня на міжбанку зміцнилася на 72 копійки	p
/news/2014/09/1/7036439/	Яценюк згоден із президентом, що пора міняти силове керівництво	p
/news/2014/09/1/7036437/	Порошенко призначив Богомолець своїм радником	p
/news/2014/09/1/7036436/	Семенченко зняв балаклаву	p
/news/2014/09/1/7036435/	Росія не хоче консультацій в рамках Будапештського меморандуму	n
/news/2014/09/1/7036434/	Росія і НАТО стали противниками — Расмуссен	n
/news/2014/09/1/7036432/	Перехоплення: Росія намагається домовитися з бойовиками про викрадення українських військових	n
/news/2014/09/1/7036433/	Генсеку ОБСЄ важко перевірити присутність російських військ в Україні	n
/news/2014/09/1/7036428/	У Яценюка хочуть штрафувати за невчасну оплату комуналки	p
http://life.pravda.com.ua/society/2014/09/1/179329/	В Україну повернулося літо	p
/news/2014/09/1/7036426/	Меркель підтримала посилення санкцій проти Росії	p
/news/2014/09/1/7036425/	Норвегія виділить на реформи в Україні $30 млн	p
http://www.eurointegration.com.ua/news/2014/09/1/7025560/	НАТО запропонує конкретні кроки допомоги Україні - Расмуссен	p
/news/2014/09/1/7036424/	Сікорські: Санкції вплинуть на Росію згодом, а Україна бореться вже зараз	p
/news/2014/09/1/7036420/	Нацбанк заборонив видачу валюти за картками	n
http://www.epravda.com.ua/news/2014/09/1/487612/	НБУ підвищив офіційний курс гривні на 50 копійок	p
/news/2014/09/1/7036417/	МЗС Німеччини: остання стадія конфлікту Росії з Україною ще не досягнута	n
/news/2014/09/1/7036416/	Яценюк привіз орден Семенченку в лікарню	p
http://kiev.pravda.com.ua/news/5404586929532/	Уже 1 вересня у школах, садках і лікарнях Києва з’явиться гаряча вода - Кличко	p
/news/2014/09/1/7036414/	У полоні знаходиться 680 українських військових - Рубан	n
http://www.eurointegration.com.ua/news/2014/09/1/7025554/	Генерал НАТО: Нові сили швидкого реагування стримуватимуть РФ	p
/news/2014/09/1/7036410/	За минулу добу сильно постраждала східна частина Луганська	n
/news/2014/09/1/7036409/	Рада хоче почути пояснення Гелетея про Іловайськ	n
http://www.epravda.com.ua/news/2014/09/1/487601/	Рубль обвалився на Московській біржі	p
http://www.istpravda.com.ua/short/2014/09/1/144471/	У вересні 1939-го проти Гітлера воювали 100 тисяч українців - історик	p
/news/2014/09/1/7036407/	Путін розкрив плани бойовиків на Донбасі	n
/news/2014/09/1/7036406/	Порошенко порадиться із лідерами фракцій щодо воєнного стану - Соболєв	n
/news/2014/09/1/7036402/	Соболєв: Усі фракції вперше погодилися з відкритими списками	p
/news/2014/09/1/7036403/	Активісти Майдану створюють свій спецбатальйон 	p
/news/2014/09/1/7036401/	Українців попереджають про можливі відключення світла	n
http://www.epravda.com.ua/news/2014/09/1/487588/	Долар на міжбанку трохи зріс	n
/news/2014/09/1/7036399/	Катери під Маріуполем розстріляли із артилерійських установок	n
/news/2014/09/1/7036398/	На Донбасі відкрилася менш ніж половина шкіл 	n
/news/2014/09/1/7036397/	ФСБ вилучила з продажу в Криму книги Джемілєва — Чубаров	n
/news/2014/09/1/7036396/	Лавров пояснює Заходу, як можна говорити з терористами Донбасу	n
/news/2014/09/1/7036394/	З-під Іловайська ще виводять бійців, частина військових - у заручниках	n
http://www.eurointegration.com.ua/news/2014/09/1/7025547/	Росія готується вивести в море перший "Містраль"	n
/news/2014/09/1/7036395/	В Україні перебуває 4 батальйонно-тактичні групи армії Росії - Лисенко	n
/news/2014/09/1/7036392/	ДНРівці вкрали авто і везли на ньому зброю – їх схопили	p
/news/2014/09/1/7036391/	Порошенко: українську армію чекає переозброєння	p
/news/2014/09/1/7036390/	За добу в зоні АТО загинули 7 військових, 25 - поранено	n
/news/2014/09/1/7036388/	Сили АТО відійшли з аеропорту "Луганськ" - РНБО	n
/news/2014/09/1/7036389/	Один зі зниклих під Іловайськом журналістів потрапив у полон	n
http://www.eurointegration.com.ua/news/2014/09/1/7025549/	ЗМІ: Німеччина затримує бронежилети для України	n
/news/2014/09/1/7036386/	З Іловайського котла вивезли 10 поранених	p
/news/2014/09/1/7036385/	Турчинов проводить закриту нараду в парламенті	n
http://www.eurointegration.com.ua/news/2014/09/1/7025546/	Росія більше не стратегічний партнер ЄС - Могеріні	p
/news/2014/09/1/7036382/	Свої домівки в Криму та на Донбасі залишили понад 230 тисяч осіб	n
http://www.epravda.com.ua/news/2014/09/1/487565/	Кабмін пропонує Раді звільнити від імпортних мит оборонну продукцію	p
/news/2014/09/1/7036380/	Проти сил АТО використовують касетні боєприпаси – свідок	n
http://www.epravda.com.ua/news/2014/09/1/487555/	У Криму штрафуватимуть водіїв авто з українськими номерами	n
/news/2014/09/1/7036379/	Польська інтелігенція закликає ЄС зупинити путінський імперіалізм	p
http://kiev.pravda.com.ua/news/54042ddc6d32a/	Станції "Петрівка" і "Вокзальна" у Києві вже відкрили, вибухівки не знайшли 	p
http://www.eurointegration.com.ua/news/2014/09/1/7025545/	Штайнмаєр: РФ спробує створити сухопутні коридори в Крим	n
/news/2014/09/1/7036375/	Туск визнав, що в Україні іде війна	p
http://www.eurointegration.com.ua/news/2014/09/1/7025544/	Прем'єр Чехії: Україна не готова до членства в ЄС та НАТО	n
/news/2014/09/1/7036372/	Переговорники розповіли, як правильно добиватися звільнення полонених в зоні АТО	p
/news/2014/09/1/7036369/	Путін розповідає росіянам, хто бомбить міста на Донбасі	n
/news/2014/09/1/7036367/	Порошенко обіцяє кадрові рішення через події в зоні АТО	p
http://www.eurointegration.com.ua/news/2014/09/1/7025542/	Прем'єр Угорщини: Санкції проти Росії - самообман. Переговори або війна 	n
/news/2014/09/1/7036365/	Батальйон "ОУН" просить Порошенка визнання і зброї	p
/news/2014/09/1/7036363/	Ніч у Донецьку пройшла відносно тихо	p
http://www.epravda.com.ua/news/2014/09/1/487526/	"Роснефть" вимагатиме від України 140 мільйонів компенсації за НПЗ	n
/news/2014/09/1/7036361/	МВС дасть батальйону "Донбас" важке озброєння	p
/news/2014/09/1/7036364/	Десантники б’ються з російськими танкістами за аеродром Луганська	n
http://www.epravda.com.ua/news/2014/09/1/487524/	Активи Коломойського в Криму потрапили під арешт - ЗМІ	n
/news/2014/09/1/7036357/	З боку Росії тричі стріляли з "Урагану" по українській артилерії	n
http://www.eurointegration.com.ua/news/2014/09/1/7025532/	ЄС може припинити співпрацю з РФ у ядерній сфері – євродепутат	p
/news/2014/09/1/7036355/	Лавров запевняє, що військового втручання Росії в Україну не буде	p
http://www.eurointegration.com.ua/news/2014/09/1/7025534/	Австралія розширила санкції проти Росії	p
/news/2014/09/1/7036353/	Врятували 7 прикордонників із підбитих поблизу Маріуполя катерів	p
/news/2014/09/1/7036352/	На переговорах у Мінську будуть лідери бойовиків "ДНР" - ЗМІ	n
/news/2014/09/1/7036350/	Командир "Азова": Росіяни готуються атакувати в районі Волновахи	n
/news/2014/09/1/7036349/	Бойові дії в Україні не є перешкодою для вступу в НАТО - Лубківський	p
/news/2014/09/1/7036348/	Пайфер допускає переговори Порошенка з Обамою на саміті НАТО	p
/news/2014/09/13/7037703/	Чубаров закликав кримських татар бойкотувати "вибори" в Криму 	p
/news/2014/09/13/7037702/	В Одесі влаштували "Мегамарш вишиванок"	p
/news/2014/09/13/7037701/	Луценко покритикував Яценюка і пообіцяв показати усі декларації блоку Порошенка	p
/news/2014/09/13/7037700/	"Газпром" не пояснює Європі, чому знизив поставки газу - ЗМІ	n
/news/2014/09/13/7037699/	Клімкін: Росія шантажує ЄС через євроінтеграцію України 	n
/news/2014/09/2/7036592/	Семенченко не хоче посади міністра і ще не знає, чи піде в Раду	p
/news/2014/09/2/7036591/	Добровольчим батальонам почали передавати важке озброєння — Геращенко	p
/news/2014/09/2/7036590/	Тимчук повідомляє про відступ сил АТО з низки населених пунктів	n
http://www.epravda.com.ua/news/2014/09/2/488263/	В АП очікують, що Кабмін схвалить введення мобільного зв'язку 3G	p
/news/2014/09/2/7036588/	У Краматорську зник журналіст, який виступав проти АТО	n
/news/2014/09/2/7036587/	15 поранених в АТО лікуватимуть в Естонії	p
/news/2014/09/2/7036586/	Німеччина готується надати Україні бронежелети та медобладнання	p
http://www.epravda.com.ua/news/2014/09/2/488282/	МВФ може виділити наступні транші Україні у грудні	p
/news/2014/09/2/7036584/	У Мінську обговорили звільнення заручників і можливість чергової гумдопомоги	n
http://www.epravda.com.ua/news/2014/09/2/488258/	США розповіли, які галузі в Україні цікаві американському бізнесу	p
/news/2014/09/2/7036582/	В Україні загинула майже ціла рота псковських десантників - російські ЗМІ	n
/news/2014/09/2/7036581/	Під загрозою звільнення знаходяться близько 400 співробітників АП — Шимків	p
/news/2014/09/2/7036580/	Не всі українці повертаються з полону живими — Рубан	n
/news/2014/09/2/7036579/	Аксьонов погрожує секс-меншинам Криму міліцією	n
/news/2014/09/2/7036578/	Нємцов: дії Росії дозволяють Україні створити ядерну зброю	p
/news/2014/09/2/7036576/	Лукашенко вирішив провести демаркацію кордону з Україною	p
http://www.champion.com.ua/football/2014/09/2/582226/	Країни ЄС вимагають призупинити членство Росії в ФІФА й УЄФА	p
/news/2014/09/2/7036575/	Бойовики підірвали міст, готували теракт	n
/news/2014/09/2/7036573/	Якщо Баррозу не заперечуватиме, Москва опублікує запис його розмови з Путіним	n
/news/2014/09/2/7036572/	Рада звільнила благодійну допомогу для АТО від оподаткування	p
/news/2014/09/2/7036571/	Сапери підірвали злітно-посадкову смугу аеропорту в Луганську - РНБО	n
/news/2014/09/2/7036569/	Бойовики не бачать себе у складі України і на Київ не підуть	p
/news/2014/09/2/7036568/	Рада заборонила банкам нараховувати пеню і штрафи для позичальників із зони АТО	p
/news/2014/09/2/7036566/	Вугілля з шахт Ахметова терористи вивозять до Росії	n
/news/2014/09/2/7036565/	НАТО вирішило, що Україна вже програла війну на Донбасі - ЗМІ	n
http://www.epravda.com.ua/news/2014/09/2/488172/	Крим щодня на 6 годин відключатимуть від електроенергії - ЗМІ	n
/news/2014/09/2/7036563/	У ЄС вважають, що Україна в безвиході через реакцію Росії на "асоціацію"	n
/news/2014/09/2/7036561/	МЗС: Україна стала майданчиком зіткнення між Заходом і Сходом	n
/news/2014/09/2/7036562/	У Кличка хочуть віддати фірмі "Сім'ї" шматок Оболоні	n
/news/2014/09/2/7036560/	МЗС: Затримані особи з диппаспортами не були співробітниками посольства РФ 	p
http://www.eurointegration.com.ua/news/2014/09/2/7025614/	Росіян лякають європейськими яйцями	n
http://www.epravda.com.ua/news/2014/09/2/488152/	Міжбанк закрився доларом по 12,95	n
/news/2014/09/2/7036556/	Порошенко дозволив служити за контрактом людям без повної середньої освіти	p
http://life.pravda.com.ua/society/2014/09/2/179503/	СБУ не надає списки загиблих в АТО - обіцяє після закінчення операції	n
/news/2014/09/2/7036554/	Із полону терористів визволили ще 9 бійців АТО	p
/news/2014/09/2/7036551/	РФ не хоче брати участь у консультаціях країн Будапештського меморандуму	n
/news/2014/09/2/7036549/	На Львівському бронетанковому заводі "зливали" інформацію чужинцям	n
http://www.epravda.com.ua/news/2014/09/2/488132/	Вугілля українським ТЕС вистачить до середини листопада	p
/news/2014/09/2/7036546/	Проти Пшонки відкрили справу за спробу "віджати" фірму	p
http://www.eurointegration.com.ua/news/2014/09/2/7025610/	Заступник Генсека НАТО: Росія перетворилася на націоналістичну силу	p
/news/2014/09/2/7036545/	Європа не змогла завадити війні в Україні - Ягланд	n
/news/2014/09/2/7036544/	ГПУ відкрила справу проти екс-начальника Генштабу - за дезертирство	p
http://www.champion.com.ua/football/2014/09/2/582212/	УЄФА заборонив грати матчі єврокубків у Дніпропетровську та Харкові	n
/news/2014/09/2/7036541/	Статус союзника США поза НАТО Україна може отримати до кінця року - міністр	p
http://www.eurointegration.com.ua/news/2014/09/2/7025608/	Прем'єр Фінляндії: Росія намагається роздратувати нас	p
/news/2014/09/2/7036539/	Клімкін вважає досягненням, що лідери терористів ходять на переговори	n
/news/2014/09/2/7036538/	На Луганщині з полону визволили ще 9 українській бійців	p
http://www.epravda.com.ua/news/2014/09/2/488041/	НБУ підвищив офіційний курс гривні	p
/news/2014/09/2/7036535/	Україна почала реверс газу зі Словаччини	p
/news/2014/09/2/7036536/	Прикордонники разом з "Азовом" відбили спробу прориву на Маріуполь	p
/news/2014/09/2/7036534/	На Херсонщині затримали двох бойовиків "ДНР"	p
/news/2014/09/2/7036531/	До Криму заслали ФСБшників із Красноярська, Волгограда і Сочі	n
/news/2014/09/2/7036529/	Міліція впіймала підозрюваних у вбивстві мера Кременчука	p
/news/2014/09/2/7036530/	Рада проведе закрите засідання. Депутати збиратимуться лише по вівторках	p
http://www.epravda.com.ua/news/2014/09/2/487993/	"Нафтогаз" назвав умови, за яких віддасть гроші "Газпрому"	p
/news/2014/09/2/7036527/	У Криму створюють "антимайданні дружини"	n
/news/2014/09/2/7036526/	Парламент таки звільнив Шеремету	p
/news/2014/09/2/7036525/	На Донеччині без світла залишаються 130 населених пунктів	n
/news/2014/09/2/7036524/	Ще 11 бійців вирвалися з оточення під Іловайськом	p
/news/2014/09/2/7036523/	Сили АТО продовжують утримувати Донецький аеропорт 	p
/news/2014/09/2/7036521/	КамАЗи "путінського конвою" тепер забезпечують окупантів на Донбасі	n
/news/2014/09/2/7036520/	Гелетей відзвітував перед Порошенком і керівництвом Ради у закритому режимі	p
/news/2014/09/2/7036518/	За добу в зоні АТО загинули 15 військових, 49 - поранено	n
/news/2014/09/2/7036516/	"УДАР" піде на вибори з блоком Порошенка	p
/news/2014/09/2/7036517/	МЗС РФ прокоментував курс Києва на вступ до НАТО	n
/news/2014/09/2/7036515/	Наступну Раду обиратимуть за старим законом, новий діятиме потім	n
/news/2014/09/2/7036514/	Дедалі менше росіян радіють через анексію Криму	p
/news/2014/09/2/7036508/	Російська армія може штурмувати Маріуполь з моря - Тимчук	n
/news/2014/09/2/7036509/	Нацгвардія зупинила наступ бойовиків на Комсомольське	p
/news/2014/09/2/7036506/	Рада не підтримала відставку міністра економіки	p
http://www.epravda.com.ua/news/2014/09/2/487876/	Міненерго: Відключати світло будуть тільки населенню	n
/news/2014/09/2/7036504/	Рада дозволила постачати в Україну озброєння без мита	p
/news/2014/09/2/7036502/	30-а бригада з втратами вирвалася з оточення біля Луганська — журналіст	p
http://www.epravda.com.ua/news/2014/09/2/487862/	У Москві заарештували майно Коломойського	n
/news/2014/09/2/7036498/	Депутати не підтримали пропозицію працювати лише по вівторках	p
http://www.epravda.com.ua/news/2014/09/2/487859/	Міжбанк відкрився доларом по 12,9	n
/news/2014/09/2/7036496/	Наступниця Ештон просить ЄС визначитися із єдиною позицією щодо України	p
http://www.eurointegration.com.ua/news/2014/09/2/7025586/	Сікорські: Росія заплатить страшну ціну за агресію в Україні	p
/news/2014/09/2/7036494/	В АТО загинули 54 прикордонники 	n
/news/2014/09/2/7036493/	Порошенко просить Раду звільнити сестру соратниці Януковича із ЦВК	p
/news/2014/09/2/7036492/	У Путіна визнали, що він погрожував "взяти Київ"	n
/news/2014/09/2/7036491/	Росія відобразить війну в Україні у своїй воєнній доктрині	n
/news/2014/09/2/7036490/	Населення заборгувало 11 мільярдів за комуналку	n
http://www.epravda.com.ua/news/2014/09/2/487827/	НБУ роз'яснив заборону на видачу валюти з карток	n
/news/2014/09/2/7036489/	Турчинов відкрив п'яту сесію, під Радою зібрався пікет	p
/news/2014/09/2/7036486/	Голова ОБСЄ каже, що в Україні може дійти до "похмурого сценарію"	n
/news/2014/09/2/7036487/	Дипломат підтвердив слова Путіна про "завоювання Києва за два тижні"	n
/news/2014/09/2/7036485/	Нацгвардійці відбили три атаки попри обман противника. Є загиблий	p
http://www.epravda.com.ua/news/2014/09/2/487827/	Нацбанк роз'яснив заборону на видачу валюти по картках	n
/news/2014/09/2/7036480/	Уночі в Донецьку тривали бої	n
http://www.eurointegration.com.ua/news/2014/09/2/7025584/	Експерти засудили план "групи Бойсто"	n
/news/2014/09/2/7036478/	Тіла 183-х загиблих у збитому "Боїнгу" упізнані - ООН	n
http://www.eurointegration.com.ua/news/2014/09/2/7025581/	Кемерон пообіцяв завдати непоправної шкоди економіці Росії	p
/news/2014/09/2/7036476/	Батальйон "Прикарпаття" не дезертирував, він відновлює боєздатність 	p
/news/2014/09/2/7036475/	Бойовики наступають, обстріляли колону медиків під Леніно	n
/news/2014/09/2/7036474/	Геращенко розповів, коли почалося вторгнення російських військ	n
/news/2014/09/2/7036473/	Виборчу систему поки не мінятимуть	n
/news/2014/09/13/7037703/	Чубаров закликав кримських татар бойкотувати "вибори" в Криму 	p
/news/2014/09/13/7037702/	В Одесі влаштували "Мегамарш вишиванок"	p
/news/2014/09/13/7037701/	Луценко покритикував Яценюка і пообіцяв показати усі декларації блоку Порошенка	p
/news/2014/09/13/7037700/	"Газпром" не пояснює Європі, чому знизив поставки газу - ЗМІ	n
/news/2014/09/13/7037699/	Клімкін: Росія шантажує ЄС через євроінтеграцію України 	n
http://www.eurointegration.com.ua/news/2014/09/3/7025669/	Financial Times розкрила деталі нових санкцій проти РФ	p
/news/2014/09/3/7036713/	Міноборони РФ: Рішення Франції неприємне, але не трагічне	n
http://life.pravda.com.ua/society/2014/09/3/179624/	У Донецьку звільнено трьох освітян за перехід на бік "ДНР"	n
/news/2014/09/3/7036712/	У "ДНР" назвали умову припинення вогню	n
http://www.epravda.com.ua/news/2014/09/3/488627/	Офіційне введення військ РФ в Україну зупинить транзит газу до Європи - експерт	n
/news/2014/09/3/7036709/	Командування покинуло один зі підрозділів в зоні АТО – ЗМІ	n
http://www.eurointegration.com.ua/news/2014/09/3/7025668/	Німеччина відмовилася лікувати найважче поранених військовослужбовців	n
/news/2014/09/3/7036707/	Порошенко розраховує, що домовленість з Путіним сприятиме переговорам в Мінську	p
http://www.eurointegration.com.ua/news/2014/09/3/7025667/	Грузія отримає на саміті НАТО сигнал та програму "в контексті членства"	p
/news/2014/09/3/7036705/	Медведєв хоче, щоб Україна купувала російський газ по 385 доларів	n
/news/2014/09/3/7036704/	ОБСЄ підтвердила обстріл української території з боку РФ	n
/news/2014/09/3/7036703/	Сумщина будує захисний рів на кордоні з Росією	p
/news/2014/09/3/7036702/	У ЦВК кажуть, що грошей на вибори "катастрофічно не вистачає"	n
/news/2014/09/3/7036701/	Німеччина готова сприяти припиненню вогню в Україні - Штайнмайєр	p
/news/2014/09/3/7036700/	Франція призупиняє поставку Росії першого "Містралю"	p
http://www.epravda.com.ua/news/2014/09/3/488613/	Кабмін призначив в. о. міністра економіки Максюту	p
/news/2014/09/3/7036698/	Меркель блокувала рішення НАТО проти Путіна - Der Spiegel	n
/news/2014/09/3/7036697/	Військовий засвітив участь російської армії в боях під Іловайськом 	n
/news/2014/09/3/7036696/	Порошенко надіється, що про мир на Донбасі домовляться вже в п’ятницю	p
/news/2014/09/3/7036695/	У Маріуполі створили свій батальйон територіальної оборони	p
/news/2014/09/3/7036693/	Яценюк заявив, що жодному плану Путіна не можна вірити	n
/news/2014/09/3/7036692/	Мін'юст вимагатиме компенсації збитків від РФ як держави-​​агресора	p
/news/2014/09/3/7036691/	Бойовики збираються фільтрувати мешканців Донбасу	n
http://www.eurointegration.com.ua/news/2014/09/3/7025656/	Нові санкції ЄС зачеплять російські капітали та оборону 	p
/news/2014/09/3/7036688/	Тарута вважає, що потрібно ввести військовий стан та скасувати вибори	n
/news/2014/09/3/7036686/	У Меркель не бачать підстав відмовлятись від нових санкцій 	p
/news/2014/09/3/7036687/	Блок Порошенка має найбільший електоральний рейтинг - опитування	p
/news/2014/09/3/7036684/	Обама: Російські військові воюють в Україні, це можна довести	p
/news/2014/09/3/7036683/	Апеляційний суд відмовився скоротити судді Зваричу термін ув'язнення	p
/news/2014/09/3/7036681/	Росія може дозволити собі "превентивний ядерний удар по США"	n
/news/2014/09/3/7036682/	Комбат "Прикарпаття" стверджує, що йому намагаються приписати втрату 14 БТРів	n
http://www.epravda.com.ua/news/2014/09/3/488598/	Міжбанк закрився доларом по 12,6	n
/news/2014/09/3/7036678/	Бійці під Дебальцевим бояться, що можуть потрапити в "котел" - джерело	n
/news/2014/09/3/7036676/	У Запоріжжя доставили 87 тіл бійців, загиблих під Іловайськом	n
